index,lat,lon,use_type,use_code,year_built,gross_area,story_height,number_of_stories,Address,fire,Fire,Fire_final
1217,38.034063700000004,-78.4992675,C,Apartments 1-10 units,1910.0,307.0,10.0,1.0,1395 MAIN ST,0,0.0,0.0
1218,38.0349594,-78.4951866,R,Clubhouse,2003.0,6200.0,12.0,2.0,1029 WERTLAND ST,0,0.0,0.0
1219,,,R,Apartments over 20 units,1970.0,36055.0,10.0,3.5,1029 WERTLAND ST,0,0.0,0.0
1220,38.0349594,-78.4951866,R,Apartments over 20 units,1971.0,35850.0,12.0,3.0,1029 WERTLAND ST,0,0.0,0.0
1221,38.031372600000005,-78.48844600000002,C,Rooming House,1910.0,3396.0,8.0,2.0,603 MAIN ST,0,0.0,0.0
1222,38.031495,-78.48839799999998,C,Rooming House,1910.0,147.0,8.0,1.0,601 MAIN ST,0,0.0,0.0
1223,38.024110799999995,-78.4711318,R,Apartments over 20 units,1948.0,62192.0,10.0,2.0,1109 MYRTLE ST,0,0.0,0.0
1224,38.04261939999999,-78.49821329999999,R,Apartments 1-10 units,1957.0,3263.0,8.0,3.0,620 PRESTON PL,0,0.0,0.0
1225,38.042598,-78.496483,R,Apartments 1-10 units,1957.0,3263.0,8.0,3.0,805 CABELL AVE,0,0.0,0.0
1226,38.0423247,-78.5022527,R,Apartments 1-10 units,1920.0,2360.0,8.0,1.5,40 UNIVERSITY CIR,0,0.0,0.0
1227,38.020055,-78.50747899999998,R,Apartments 11-20 Units,1905.0,350.0,10.0,1.0,916 BING LN,0,0.0,0.0
1228,38.04779990000001,-78.50109859999998,R,Supermarket,1957.0,14850.0,12.0,1.0,906 FENDALL TER,0,0.0,0.0
1229,38.0242939,-78.48129689999998,R,Apartments 1-10 units,1971.0,5930.0,8.0,2.0,715 6TH ST,0,0.0,0.0
1230,38.0387265,-78.5079693,I,Apartments 1-10 units,1925.0,5088.0,8.0,2.0,205 SPRIGG LN,0,1.0,1.0
1231,38.0387265,-78.5079693,I,Apartments 1-10 units,1925.0,5088.0,8.0,2.0,205 SPRIGG LN,0,1.0,1.0
1232,38.0387265,-78.5079693,I,Apartments 1-10 units,1925.0,5088.0,8.0,2.0,205 SPRIGG LN,0,1.0,1.0
1233,38.0387265,-78.5079693,I,Apartments 1-10 units,1925.0,5088.0,8.0,2.0,205 SPRIGG LN,0,1.0,1.0
1234,38.0387265,-78.5079693,I,Apartments 1-10 units,1925.0,5088.0,8.0,2.0,205 SPRIGG LN,0,1.0,1.0
1235,38.0387265,-78.5079693,I,Apartments 1-10 units,1925.0,5088.0,8.0,2.0,205 SPRIGG LN,0,1.0,1.0
1236,38.019697,-78.4662957,R,Apartments 1-10 units,1925.0,608.0,8.0,2.0,1504 MIDLAND ST,0,0.0,0.0
1237,38.042763,-78.4959494,R,Apartments 1-10 units,1925.0,537.0,8.0,1.0,811 CABELL AVE,0,0.0,0.0
1238,38.017402600000004,-78.4858277,R,Clubhouse,1900.0,5616.0,12.0,1.5,1606 6TH ST,0,0.0,0.0
1239,38.016712,-78.48590290000001,R,Clubhouse,1900.0,6606.0,12.0,1.0,1600 6TH ST,0,0.0,0.0
1240,38.016712,-78.48590290000001,R,Apartments 1-10 units,1920.0,3438.0,8.0,2.0,1600 6TH ST,0,0.0,0.0
1241,38.025447899999996,-78.4755718,R,Church,1954.0,10515.0,12.0,1.0,148 GOODMAN ST,0,0.0,0.0
1242,38.016712,-78.48590290000001,R,Church,1920.0,1420.0,12.0,1.0,1600 6TH ST,0,0.0,0.0
1243,38.016712,-78.48590290000001,R,Church,1970.0,1740.0,12.0,1.0,1600 6TH ST,0,0.0,0.0
1244,,,R,Commercial,1969.0,912.0,12.0,1.0,703 HINTON AVE,0,0.0,0.0
1245,38.023817,-78.462695,R,Apartments 11-20 Units,1988.0,1306.0,8.0,1.5,1520 MARKET ST,0,0.0,0.0
1246,38.023817,-78.462695,R,Apartments 1-10 units,1920.0,2490.0,9.0,2.0,1520 MARKET ST,0,0.0,0.0
1247,38.019463099999996,-78.4726192,R,Office Building,1964.0,11016.0,10.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1248,38.019463099999996,-78.4726192,R,Office Building,1964.0,11016.0,10.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1249,38.019463099999996,-78.4726192,R,Office Building,1964.0,11016.0,10.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1250,38.019463099999996,-78.4726192,R,Office Building,1964.0,11016.0,10.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1251,38.019463099999996,-78.4726192,R,Office Building,1964.0,11016.0,10.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1252,38.019463099999996,-78.4726192,R,Office Building,1964.0,11016.0,10.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1253,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1963.0,13324.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1254,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1963.0,13324.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1255,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1963.0,13324.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1256,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1963.0,13324.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1257,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1963.0,13324.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1258,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1963.0,13324.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1259,,,R,Apartments 11-20 Units,1983.0,14952.0,8.0,3.0,1400 MONTICELLO RD,0,1.0,1.0
1260,,,R,Apartments 11-20 Units,1983.0,14952.0,8.0,3.0,1400 MONTICELLO RD,0,1.0,1.0
1261,,,R,Apartments 11-20 Units,1983.0,14952.0,8.0,3.0,1400 MONTICELLO RD,0,1.0,1.0
1262,,,R,Apartments 11-20 Units,1983.0,14952.0,8.0,3.0,1400 MONTICELLO RD,0,1.0,1.0
1263,,,R,Apartments 11-20 Units,1983.0,14952.0,8.0,3.0,1400 MONTICELLO RD,0,1.0,1.0
1264,,,R,Apartments 11-20 Units,1983.0,14952.0,8.0,3.0,1400 MONTICELLO RD,0,1.0,1.0
1265,38.019463099999996,-78.4726192,R,Apartments over 20 units,1961.0,30360.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1266,38.019463099999996,-78.4726192,R,Apartments over 20 units,1961.0,30360.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1267,38.019463099999996,-78.4726192,R,Apartments over 20 units,1961.0,30360.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1268,38.019463099999996,-78.4726192,R,Apartments over 20 units,1961.0,30360.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1270,38.019463099999996,-78.4726192,R,Apartments over 20 units,1961.0,30360.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1271,38.019463099999996,-78.4726192,R,Apartments over 20 units,1971.0,14832.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1272,38.019463099999996,-78.4726192,R,Apartments over 20 units,1971.0,14832.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1273,38.019463099999996,-78.4726192,R,Apartments over 20 units,1971.0,14832.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1274,38.019463099999996,-78.4726192,R,Apartments over 20 units,1971.0,14832.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1275,38.019463099999996,-78.4726192,R,Apartments over 20 units,1971.0,14832.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1276,38.019463099999996,-78.4726192,R,Apartments over 20 units,1971.0,14832.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1278,,,R,Apartments over 20 units,1971.0,4368.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1279,,,R,Apartments over 20 units,1971.0,4368.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1280,,,R,Apartments over 20 units,1971.0,4368.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1282,,,R,Apartments over 20 units,1971.0,4368.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1283,,,C,Office Building,1988.0,3456.0,12.0,1.0,1 MORTON DR,0,0.0,0.0
1284,,,R,Motel,1965.0,48390.0,12.0,5.0,136 UNIVERSITY GDNS,0,0.0,0.0
1285,38.028868300000006,-78.49364449999999,R,Group Care Home,1920.0,12222.0,10.0,3.0,762 KING ST,0,0.0,0.0
1286,,,R,Group Care Home,1920.0,20125.0,10.0,3.0,762 KING ST,0,0.0,0.0
1287,,,R,Apartments 1-10 units,1987.0,4614.0,8.0,3.0,762 KING ST,0,0.0,0.0
1288,,,R,Apartments 1-10 units,1986.0,8217.0,8.0,3.0,762 KING ST,0,0.0,0.0
1289,,,R,Apartments 1-10 units,1920.0,,,,762 KING ST,0,0.0,0.0
1290,38.028868300000006,-78.49364449999999,R,Apartments 1-10 units,1940.0,1318.0,8.0,1.8,762 KING ST,0,0.0,0.0
1291,,,R,Apartments 1-10 units,1940.0,1734.0,8.0,1.0,762 KING ST,0,0.0,0.0
1292,,,C,Office Building,1910.0,336.0,8.0,1.0,901 PRESTON AVE,0,0.0,0.0
1293,,,C,Convalescent Hospital,1970.0,59220.0,12.0,5.0,946 GRADY AVE,0,1.0,1.0
1294,,,C,Convalescent Hospital,1970.0,59220.0,12.0,5.0,946 GRADY AVE,0,1.0,1.0
1295,,,,Medical Office,1970.0,63180.0,12.0,6.0,310 4TH ST,0,0.0,0.0
1296,,,C,Classroom  (Elem/2nd Sch),1964.0,1554.0,10.0,1.5,1726 ALLIED ST,0,0.0,0.0
1297,,,C,Church,1956.0,5325.0,20.0,1.0,1717 ALLIED ST,0,0.0,0.0
1299,38.0267806,-78.5158945,C,Apartments 11-20 Units,1950.0,2338.0,8.0,2.0,115 MAURY AVE,0,0.0,0.0
1300,,,R,Neighborhood Shopping Ctr.,1967.0,8797.0,12.0,1.0,122 UNIVERSITY GDNS,0,0.0,0.0
1301,,,C,Church,1963.0,105.0,12.0,1.0,1136 EMMET ST,0,0.0,0.0
1302,,,C,Church,1966.0,1882.0,12.0,1.0,1119 5TH ST,0,0.0,0.0
1303,,,R,Apartments over 20 units,,,,,927 BELMONT AVE,0,0.0,0.0
1304,,,C,Mixed Retail w/Res Units,1997.0,12312.0,12.0,2.0,1807 EMMET ST,0,0.0,0.0
1305,38.05040090000001,-78.5044315,C,Mixed Retail w/Res Units,1960.0,15244.0,12.0,1.0,975 EMMET ST,0,0.0,0.0
1306,38.0275329,-78.4743156,C,Office Building,1914.0,10244.0,12.0,2.0,106 GOODMAN ST,0,0.0,0.0
1307,38.0338369,-78.49459540000001,R,Restaurant,1925.0,4036.0,12.0,1.0,1010 WERTLAND ST,0,0.0,0.0
1308,38.0340999,-78.4957563,R,Multiple Commercial Use,0.0,1661.0,10.0,1.0,1100 WERTLAND ST,0,0.0,0.0
1310,,,,Office Building,1960.0,67486.0,12.0,1.0,250 MAIN ST,0,0.0,0.0
1311,,,,Office Building,1960.0,67486.0,12.0,1.0,250 MAIN ST,0,0.0,0.0
1312,,,C,Apartments over 20 units,1965.0,19868.0,8.0,4.0,915 HIGH ST,0,0.0,0.0
1313,38.0259936,-78.51375019999998,R,Apartments 1-10 units,1920.0,525.0,12.0,1.0,2104 JEFFERSON PARK AVE,0,0.0,0.0
1314,38.0263463,-78.51441439999998,R,Apartments over 20 units,2010.0,40440.0,10.0,4.0,2111 JEFFERSON PARK AVE,0,0.0,0.0
1315,38.0263463,-78.51441439999998,R,Medical Office,1989.0,7204.0,10.0,1.0,2111 JEFFERSON PARK AVE,0,0.0,0.0
1316,38.02008,-78.466064,R,Apartments 1-10 units,1939.0,7242.0,8.0,3.0,500 NASSAU ST,0,1.0,1.0
1317,,,R,Apartments 1-10 units,1950.0,2808.0,8.0,2.0,2418 SUNSET RD,0,0.0,0.0
1318,38.0259936,-78.51375019999998,R,Apartments 11-20 Units,1958.0,6064.0,8.0,2.0,2104 JEFFERSON PARK AVE,0,0.0,0.0
1319,38.024040299999996,-78.48322979999998,C,Elementary Sch (Entire),1955.0,30888.0,12.0,1.0,951 2ND ST,0,0.0,0.0
1320,38.0545954,-78.4998432,C,Apartments 1-10 units,1963.0,,,,2138 BARRACKS RD,0,0.0,0.0
1321,,,C,Apartments 1-10 units,1962.0,,,,1935 ARLINGTON BLVD,0,1.0,1.0
1323,38.051916600000006,-78.5005882,C,Clubhouse,1955.0,952.0,10.0,1.0,1133 EMMET ST,0,0.0,0.0
1324,38.0527595,-78.49947840000002,C,Apartments over 20 units,1970.0,5630.0,12.0,2.0,2103 BARRACKS RD,0,1.0,1.0
1325,38.0527595,-78.49947840000002,C,Apartments over 20 units,1970.0,5630.0,12.0,2.0,2103 BARRACKS RD,0,1.0,1.0
1326,,,C,Restaurant,1905.0,12536.0,12.0,2.0,1044 EMMET ST,0,0.0,0.0
1327,38.0355782,-78.4777474,R,Bank,1916.0,12126.0,12.0,3.0,214 WINE ST,0,0.0,0.0
1328,38.027035600000005,-78.51437,R,Office,1904.0,1507.0,8.0,1.0,114 OBSERVATORY AVE,0,0.0,0.0
1329,38.0195898,-78.46544820000001,R,Office Building,1920.0,2500.0,12.0,1.0,706 FRANKLIN ST,0,0.0,0.0
1330,38.03761850000001,-78.48331929999998,C,Restaurant,1920.0,500.0,12.0,1.0,600 CONCORD AVE,0,0.0,0.0
1331,38.050261,-78.5024746,C,Market,1954.0,10019.0,12.0,1.0,1000 EMMET ST,0,0.0,0.0
1332,38.0516158,-78.50283309999998,C,Retail Store,1992.0,12000.0,14.0,1.0,1037 EMMET ST,0,0.0,0.0
1333,,,C,Apartments 1-10 units,1925.0,,,,981 2ND ST,0,0.0,0.0
1334,38.0349594,-78.4951866,R,Church,1947.0,1686.0,12.0,1.0,1029 WERTLAND ST,0,0.0,0.0
1335,38.0349594,-78.4951866,R,Church,1965.0,3143.0,20.0,1.0,1029 WERTLAND ST,0,0.0,0.0
1336,38.0349594,-78.4951866,R,Apartments 1-10 units,1971.0,3896.0,10.0,2.0,1029 WERTLAND ST,0,0.0,0.0
1337,38.0349594,-78.4951866,R,Apartments over 20 units,1965.0,84380.0,12.0,2.0,1029 WERTLAND ST,0,0.0,0.0
1338,38.0349594,-78.4951866,R,Apartments over 20 units,1970.0,137387.0,12.0,3.0,1029 WERTLAND ST,0,0.0,0.0
1339,38.0349594,-78.4951866,R,Clubhouse,2003.0,5752.0,10.0,2.0,1029 WERTLAND ST,0,0.0,0.0
1340,38.0314513,-78.4880031,C,Apartments 1-10 units,1997.0,13132.0,8.0,3.0,108 6TH ST,0,0.0,0.0
1341,,,R,Apartments 1-10 units,1830.0,2624.0,10.0,2.0,744 NALLE ST,0,0.0,0.0
1342,38.02971300000001,-78.493438,R,Apartments 11-20 Units,1986.0,5136.0,8.0,3.0,742 NALLE ST,0,0.0,0.0
1343,,,R,Apartments 11-20 Units,1986.0,5136.0,8.0,3.0,901 NALLE ST,0,0.0,0.0
1344,,,R,Apartments 11-20 Units,1986.0,5136.0,8.0,3.0,903 NALLE ST,0,0.0,0.0
1345,38.028667999999996,-78.472376,R,Apartments 11-20 Units,1999.0,19544.0,10.0,3.5,1015 MARKET ST,0,0.0,0.0
1346,38.064402799999996,-78.4664033,R,Apartments 1-10 units,1890.0,,,,2300 TARLETON DR,0,0.0,0.0
1347,,,R,Apartments 1-10 units,1890.0,,,,430 1ST ST,0,0.0,0.0
1348,38.0315884,-78.4883718,C,Office Building,1880.0,3493.0,8.0,2.5,609 MAIN ST,0,0.0,0.0
1349,38.03151099999999,-78.488855,C,Office Building,1880.0,319.0,8.0,1.0,611 MAIN ST,0,0.0,0.0
1350,,,C,Apartments 1-10 units,1925.0,3771.0,8.0,3.0,613 MAIN ST,0,0.0,0.0
1352,,,R,Apartments 11-20 Units,1925.0,10591.0,10.0,3.5,101 CHRISTA CT,0,0.0,0.0
1353,,,R,Office,1965.0,1480.0,10.0,1.0,413 MEADE AVE,0,0.0,0.0
1354,,,R,Bank,1999.0,550.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1355,,,R,Bank,1999.0,550.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1356,,,R,Bank,1999.0,550.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1357,,,R,Bank,1999.0,550.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1358,,,R,Bank,1999.0,550.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1359,,,R,Bank,1999.0,550.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1360,38.019463099999996,-78.4726192,R,Apartments over 20 units,1976.0,40000.0,8.0,4.0,1400 MONTICELLO RD,0,1.0,1.0
1361,38.019463099999996,-78.4726192,R,Apartments over 20 units,1976.0,40000.0,8.0,4.0,1400 MONTICELLO RD,0,1.0,1.0
1362,38.019463099999996,-78.4726192,R,Apartments over 20 units,1976.0,40000.0,8.0,4.0,1400 MONTICELLO RD,0,1.0,1.0
1363,38.019463099999996,-78.4726192,R,Apartments over 20 units,1976.0,40000.0,8.0,4.0,1400 MONTICELLO RD,0,1.0,1.0
1364,38.019463099999996,-78.4726192,R,Apartments over 20 units,1976.0,40000.0,8.0,4.0,1400 MONTICELLO RD,0,1.0,1.0
1365,38.019463099999996,-78.4726192,R,Apartments over 20 units,1976.0,40000.0,8.0,4.0,1400 MONTICELLO RD,0,1.0,1.0
1366,,,R,Apartments 1-10 units,1955.0,3430.0,8.0,2.0,201 HOLLY DR,0,0.0,0.0
1367,,,R,Apartments 1-10 units,1950.0,3410.0,8.0,2.0,201 HOLLY DR,0,0.0,0.0
1368,,,R,Apartments 11-20 Units,1987.0,6783.0,8.0,3.0,1312 NUNLEY ST,0,0.0,0.0
1369,,,R,Apartments 11-20 Units,1986.0,5136.0,8.0,3.0,784 PROSPECT AVE,0,0.0,0.0
1370,,,R,Gymnasium (College),1964.0,101147.0,60.0,1.0,824 LOCUST AVE,0,0.0,0.0
1371,38.035964,-78.49381699999998,R,Gymnasium (College),1964.0,19840.0,60.0,2.0,312 10 1/2 ST,0,0.0,0.0
1372,,,R,Apartments 11-20 Units,1997.0,8976.0,12.0,4.0,1000 AVON ST,0,0.0,0.0
1373,38.0133,-78.50669140000001,R,Apartments over 20 units,2001.0,50000.0,9.0,5.0,123 LONGWOOD DR,0,0.0,0.0
1374,38.012787700000004,-78.5063897,R,Retail Store,1920.0,7292.0,12.0,2.0,124 LONGWOOD DR,0,0.0,0.0
1375,,,R,Apartments 1-10 units,1997.0,3456.0,8.0,2.0,1010 LOCUST LN,0,0.0,0.0
1376,,,R,Apartments 11-20 Units,1986.0,5136.0,8.0,3.0,1000 ROSE HILL DR,0,0.0,0.0
1377,,,C,Apartments 1-10 units,1922.0,,,,1307 CARLTON AVE,0,0.0,0.0
1378,38.0295445,-78.5049918,R,Condominium Commercial,1966.0,,,,583 BRANDON AVE,1,0.0,1.0
1379,38.06313069999999,-78.48853829999999,C,Industrial Engineering,1995.0,8230.0,20.0,1.0,190 ZAN RD,1,0.0,1.0
1380,38.031929999999996,-78.475601,R,Restaurant,1961.0,6042.0,12.0,2.0,408 7TH ST,0,0.0,0.0
1381,38.065905900000004,-78.4872262,C,Apartments over 20 units,1981.0,71716.0,12.0,4.0,1101 SEMINOLE TRL,0,1.0,1.0
1382,38.065905900000004,-78.4872262,C,Apartments over 20 units,1981.0,71716.0,12.0,4.0,1101 SEMINOLE TRL,0,1.0,1.0
1383,38.065905900000004,-78.4872262,C,Apartments over 20 units,1981.0,71716.0,12.0,4.0,1101 SEMINOLE TRL,0,1.0,1.0
1384,38.06527620000001,-78.48796690000002,C,Apartments 1-10 units,1920.0,2332.0,8.0,2.0,1149 SEMINOLE TRL,0,0.0,0.0
1385,38.0638566,-78.48822229999998,C,Health Club,0.0,5619.0,10.0,3.0,199 ZAN RD,0,0.0,0.0
1386,38.0206915,-78.4646183,R,Veterinary Hospital,1990.0,1569.0,12.0,1.0,1500 CARLTON AVE,0,0.0,0.0
1387,38.0206915,-78.4646183,R,Retail Store,1950.0,29008.0,12.0,1.0,1500 CARLTON AVE,0,0.0,0.0
1388,38.030985,-78.481796,,Comm. Shopping Ctr.,1957.0,497658.0,12.0,1.0,109 MAIN ST,0,0.0,0.0
1389,38.030985,-78.481796,,Comm. Shopping Ctr.,1957.0,497658.0,12.0,1.0,109 MAIN ST,0,0.0,0.0
1390,38.030985,-78.481796,,Comm. Shopping Ctr.,1957.0,497658.0,12.0,1.0,109 MAIN ST,0,0.0,0.0
1391,38.030985,-78.481796,,Comm. Shopping Ctr.,1995.0,20837.0,14.0,1.0,109 MAIN ST,0,0.0,0.0
1392,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1930.0,4052.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1393,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1930.0,4052.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1394,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1930.0,4052.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1395,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1930.0,4052.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1396,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1930.0,4052.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1397,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1930.0,4052.0,12.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1398,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1930.0,27.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1399,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1930.0,27.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1400,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1930.0,27.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1402,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1930.0,27.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1403,38.019463099999996,-78.4726192,R,Apartments 1-10 units,1930.0,27.0,12.0,1.0,1400 MONTICELLO RD,0,1.0,1.0
1404,38.019463099999996,-78.4726192,R,Apartments over 20 units,1923.0,42560.0,8.0,4.0,1400 MONTICELLO RD,0,1.0,1.0
1405,38.019463099999996,-78.4726192,R,Apartments over 20 units,1923.0,42560.0,8.0,4.0,1400 MONTICELLO RD,0,1.0,1.0
1407,38.019463099999996,-78.4726192,R,Apartments over 20 units,1923.0,42560.0,8.0,4.0,1400 MONTICELLO RD,0,1.0,1.0
1408,38.019463099999996,-78.4726192,R,Apartments over 20 units,1923.0,42560.0,8.0,4.0,1400 MONTICELLO RD,0,1.0,1.0
1409,38.019463099999996,-78.4726192,R,Apartments over 20 units,1923.0,42560.0,8.0,4.0,1400 MONTICELLO RD,0,1.0,1.0
1410,38.02375869999999,-78.4947143,R,Restaurant,1963.0,2654.0,14.0,1.0,730 PROSPECT AVE,0,0.0,0.0
1411,38.0612834,-78.48578459999999,R,Neighborhood Shopping Ctr.,1954.0,4826.0,12.0,1.0,2111 MICHIE DR,0,0.0,0.0
1412,38.0427979,-78.5125012,C,Office Building,1939.0,1744.0,12.0,2.0,2130 IVY RD,0,0.0,0.0
1413,38.019463099999996,-78.4726192,R,Office Building,1964.0,15096.0,10.0,3.0,1400 MONTICELLO RD,0,1.0,1.0
1414,38.019463099999996,-78.4726192,R,Office Building,1964.0,15096.0,10.0,3.0,1400 MONTICELLO RD,0,1.0,1.0
1415,38.019463099999996,-78.4726192,R,Office Building,1964.0,15096.0,10.0,3.0,1400 MONTICELLO RD,0,1.0,1.0
1416,38.019463099999996,-78.4726192,R,Office Building,1964.0,15096.0,10.0,3.0,1400 MONTICELLO RD,0,1.0,1.0
1417,38.019463099999996,-78.4726192,R,Office Building,1964.0,15096.0,10.0,3.0,1400 MONTICELLO RD,0,1.0,1.0
1418,38.019463099999996,-78.4726192,R,Office Building,1964.0,15096.0,10.0,3.0,1400 MONTICELLO RD,0,1.0,1.0
1419,38.019463099999996,-78.4726192,R,Office Building,1964.0,952.0,10.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1420,38.019463099999996,-78.4726192,R,Office Building,1964.0,952.0,10.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1421,38.019463099999996,-78.4726192,R,Office Building,1964.0,952.0,10.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1422,38.019463099999996,-78.4726192,R,Office Building,1964.0,952.0,10.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1423,38.019463099999996,-78.4726192,R,Office Building,1964.0,952.0,10.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1424,38.019463099999996,-78.4726192,R,Office Building,1964.0,952.0,10.0,2.0,1400 MONTICELLO RD,0,1.0,1.0
1425,38.0233875,-78.4733074,R,Church,1920.0,2964.0,12.0,2.0,1000 MONTICELLO RD,0,0.0,0.0
1426,38.025745,-78.521019,R,Fast Food Restaurant,1998.0,1659.0,14.0,1.0,103 SUMMIT ST,0,0.0,0.0
1427,38.0343415,-78.48174329999998,R,Apartments 1-10 units,1962.0,,,,411 ALTAMONT ST,0,0.0,0.0
1428,,,R,Apartments 1-10 units,1962.0,,,,528 RIDGE ST,0,0.0,0.0
1429,38.0392352,-78.48923119999998,R,Apartments 1-10 units,1925.0,270.0,8.0,1.0,926 CHARLTON AVE,0,0.0,0.0
1430,38.039131,-78.48905500000001,R,Apartments 1-10 units,,,,3.0,922 CHARLTON AVE,0,0.0,0.0
1431,38.0382718,-78.4996338,R,Apartments 1-10 units,,,,3.0,1522 VIRGINIA AVE,0,0.0,0.0
1432,38.0429573,-78.50018859999999,R,Apartments 11-20 Units,1983.0,5626.0,8.0,2.0,611 RUGBY RD,0,0.0,0.0
1433,38.0429573,-78.50018859999999,R,Apartments 11-20 Units,1983.0,3092.0,8.0,1.0,611 RUGBY RD,0,0.0,0.0
1434,,,R,Apartments 1-10 units,1920.0,,,,611 RUGBY RD,0,0.0,0.0
1435,38.0429573,-78.50018859999999,R,Service Repair Garage,1977.0,11625.0,12.0,1.0,611 RUGBY RD,0,0.0,0.0
1436,,,R,Office,1974.0,1771.0,12.0,1.0,1308 WERTLAND ST,0,0.0,0.0
1437,,,R,Office,1989.0,5300.0,10.0,1.0,1308 WERTLAND ST,0,0.0,0.0
1438,38.034298,-78.49835,R,Commercial,0.0,1381.0,12.0,1.0,1308 WERTLAND ST,0,0.0,0.0
1439,,,R,Commercial,0.0,1742.0,12.0,1.0,1308 WERTLAND ST,0,0.0,0.0
1440,38.034298,-78.49835,R,Condominium Commercial,2009.0,4350.0,12.0,1.0,1308 WERTLAND ST,0,0.0,0.0
1441,38.034298,-78.49835,R,Condominium Commercial,2009.0,2520.0,12.0,1.0,1308 WERTLAND ST,0,0.0,0.0
1442,38.034298,-78.49835,R,Condominium Commercial,2010.0,794.0,12.0,1.0,1308 WERTLAND ST,0,0.0,0.0
1443,,,R,Condominium Commercial,2009.0,1160.0,12.0,1.0,1308 WERTLAND ST,0,0.0,0.0
1444,,,R,Condominium Commercial,2009.0,3605.0,12.0,1.0,1308 WERTLAND ST,0,0.0,0.0
1445,,,R,Apartments 11-20 Units,1978.0,78620.0,8.0,2.0,1308 WERTLAND ST,0,0.0,0.0
1446,38.034298,-78.49835,R,Retail Store,1981.0,31484.0,12.0,1.5,1308 WERTLAND ST,0,0.0,0.0
